data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Warranty,Shop_Service,Shipping,General,Others,Audio,id,num_annotators,manager_reviewed_labels
"sử dụng ip từ thời đầu đến nay là lần đầu tiên nhận cái điện thoại thất vọng vô cùng, cái màu nó xấu qtqd, xanh lá không lá, xanh dương cũng không, cái màu cứ xỉn xỉn cũ cũ",,,,,Negative,,,,,,,,,,219600418,3,
"chất lượng sản phẩm: màn hình có ánh bóng và lệch màu ở góc. đúng với mô tả: hiển thị khác mẫu. tính năng nổi bật: độ sáng/độ màu không đồng đều. review: chỉnh màu khó, ảnh khác thực tế, hộp thiếu ốp bảo vệ",,,,Negative,,,Negative,,,,,,,,219600419,3,
"nhóm màu: đen màn hình sống động với độ phân giải full hd+, bảo hành 12 tháng đáng tin cậy, thiết kế mượt mà và phong cách, trải nghiệm người sử dụng mượt mà và liền mạch, hiệu suất nhanh chóng và hiệu quả, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, tuổi thọ pin lâu dài, bộ xử lý helio g85 mạnh mẽ,",Positive,Positive,Positive,Positive,Positive,,,,Positive,,,,,,219600420,3,
"chất lượng sản phẩm: tốt đúng với mô tả: đúng so với hình ảnh cửa hàng mô tả sản phẩm tốt, mình sài được 1 tgian rồi, h kết nối tai nghe, tai nghe bluetooth, tai nghe cửa hàng tặng,...đều chỉ nghe được 1 bên, trong khi tai nghe đó mình sử dụng trên máy khác thì bình thường, là s vậy cửa hàng",,,,,,,,,,,,Negative,,Negative,219600421,3,
"chất lượng sản phẩm: camera kém, ảnh mờ. đúng với mô tả: không giống quảng cáo. tính năng nổi bật: hiệu năng yếu. review: camera chụp ảnh thiếu chi tiết, màu nhạt. máy lag khi chạy app nặng. ship chậm, hộp rách. chăm sóc khách hàng không giải quyết",,Negative,Negative,,,,Negative,,,Negative,Negative,,,,219600422,3,
"tính năng nổi bật: al chất lượng sản phẩm: tốt đúng với mô tả: đúng chất lượng tốt, cảm nhận ban đầu tốt, thời gian chưa biết, nếu tốt, sẽ ủng hộ tiếp tục các sản phẩm khác",,,,,,,,,,,,Positive,,,219600423,3,
"nhóm màu: xanh chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, trải nghiệm người sử dụng mượt mà và liền mạch, khe cắm sim kép tiện lợi, bộ xử lý helio g85 mạnh mẽ,",,Positive,Positive,,Positive,,,,,,,,,,219600424,3,
"chất lượng sản phẩm: mới đúng với mô tả: đẹp, cảm ứng nhạy, đúng màu tính năng nổi bật: đúng miêu tả hàng sản phẩm tốt và mượt.. cửa hàng làm ăn uy tín nhé.. sẽ ủng hộ đặt thêm 1, 2 con rẻ rẻ. về làm ăn",,,Positive,Positive,Positive,,,,,,,,,,219600425,3,
"chất lượng sản phẩm: camera selfie làm mịn quá tay, mất texture. đúng với mô tả: ảnh quảng cáo ảo. tính năng nổi bật: beauty quá đà. review: selfie trông giả, màu da sai, phải chỉnh lại nhiều, phụ kiện thiếu, ship muộn",,Negative,,,,,,,,,Negative,,,,219600426,3,
"nhóm màu: đen trải nghiệm người sử dụng mượt mà và liền mạch, dung lượng lưu trữ rộng rãi 128gb, thiết kế mượt mà và phong cách, thiết kế mượt mà và phong cách, tuổi thọ pin lâu dài,",Positive,,Positive,,Positive,,,,,,,,,,219600427,3,
"color family: black điện thoại có các chức năng đều ổn, cửa hàng uy tín, nm có thể ủng hộ cửa hàng. tặng cửa hàng 5 sao.",,,,,,,,,,,,Positive,,,219600428,3,
mới nhận được máy thấy chức năng và ngoại hình thấy cũng tốt còn độ bền theo time mới đánh giá được nói chung mua với giá chưa đến 1tr5 thì qá tốt rồi,,,,,Positive,,,Positive,,,,,,,219600429,3,
chất lượng sản phẩm: camera trước chụp thiếu sáng bị làm trắng nền. đúng với mô tả: nền ảnh tự nhiên. tính năng nổi bật: chụp tối nền bị trắng quá mức. review: chụp tối nền bị trắng xóa không thật. hiệu năng giảm khi pin yếu. ship bị delay 9 ngày,Negative,Negative,Negative,,,,,,,,Negative,,,,219600430,3,
"nhóm màu: black dung lượng lưu trữ: 128gb ⚡hiệu suất:màn hình sống động,",,,,Positive,,,,,,,,,,,219600431,3,
nhóm màu: đen máy khi nhận đã được kích hoạt trước 1 ngày nhưng vẫn còn nguyên seal. cửa hàng đóng hàng hơi lâu 1 chút,,,,,,,Negative,,,,,,,,219600432,3,
"chất lượng sản phẩm: tối tệ đúng với mô tả: lừa dối tính năng nổi bật: không ổn định mua với giá cao nhưng nhận hàng lỗi, bảo hành khó, tiền mất mà không giải quyết",,,Negative,,,,,Negative,Negative,,,,,,219600433,3,
"camera selfie làm mịn quá đà, mất chi tiết da. beauty mode khó tắt hoàn toàn. ảnh nhìn giả, phải chỉnh nhiều trước khi đăng",,Negative,,,,,,,,,,,,,219600434,3,
"chất lượng sản phẩm: chất lượng camera kém. đúng với mô tả: ảnh quảng cáo khác xa thực tế. tính năng nổi bật: không ổn định. review: chụp ảnh bị mờ, máy nóng khi sử dụng, shipper giao nhầm địa chỉ",,Negative,Negative,,,,,,,,Negative,,,,219600435,3,
máy mua về được 1 ngày thì hỏng,,,,,,,,,,,,Negative,,,219600436,3,
"nhóm màu: xanh dương dung lượng lưu trữ: 6gb+128gb tùy chọn màu sắc rực rỡ, tùy chọn thanh toán dễ dàng và tiện lợi, dung lượng lưu trữ lớn, giao hàng nhanh chóng và an toàn,",,,,,,,,,,,Positive,,,,219600437,3,
tai nghe đi theo voucher bị lỗi 1 bên.. nhắn tin cho cửa hàng nhưng cửa hàng không phản hồi,,,,,,,,,,Negative,,,,Negative,219600438,3,
giao sai hang,,,,,,,,,,,Negative,,,,219600439,3,
"giao ùn ứ ngày nghỉ, camera thiếu giữ nét. dịch vụ khách hàng lê thê, pin yếu truyền file.",Negative,Negative,,,,,,,,Negative,Negative,,,,219600440,3,
"mình mua đúng đợt giảm giá, sản phẩm được mình bỏ vào giỏ hàng bấy lâu nay giờ cũng cầm được trên tay rồi",,,,,,,,Positive,,,,,,,219600441,3,
"cskh ko có chuyên môn. trả lời sai. hỗ trợ kém. hỏi về thông số kĩ thuật thì trả lời sai, ko nắm rõ sản phẩm. camera chụp hình bệt màu",,Negative,,,,,,,,Negative,,,,,219600442,3,
khả năng lưu trữ: 32gb nhóm màu: nhiều màu hơi sốc khi nhận ra sản phẩm là samsung on7 prime chứ nó phải là samsung j7 prime,,,,,,,,,,,,Neutral,,,219600443,3,
nhóm màu: black dung lượng lưu trữ: 256gb hoàn hảo,,,,,,,,,,,,Positive,,,219600444,3,
"mua tặng ba, nhân viên fpt cửa hàng đến hướng dẫn, cài đặt sao lưu cho ba lớn tuổi rất chu đáo, dù tốn rất nhiều thời gian, còn tặng ốp điện thoại. cảm ơn anh nhân viên đã giao đến và cảm ơn cửa hàng nhiều ạ",,,,,,,,,,Positive,,,,,219600445,3,
sài cũng được sử dụng facebook với tiktok cũng ngon nhưng không có tải mess được pin thì chai có 8gb mà khi nhận máy thì mấy cái app cố định mất 7mấy gb rồi còn không có sạc nhưng với số tiền này thì cũng không có gì để nói,Negative,,,,,,,Neutral,,,,,,,219600446,3,
"đúng với mô tả: đúng tính năng nổi bật: gaming, sạc nhánh chất lượng sản phẩm: ổn áp phân vân chưa biết mua con điện thoại tầm trung nào thì tự nhiên con neo 2 nubia này ra lò. phải nói là mua ngay đợt khuyến mãi quà đầu tiên thì quá tốt rồi mọi người ơi. cửa hàng uy tín nhé, mới mua lần đầu thấy mall nên cũng không cần tư vấn gì mà không ngờ ship rất nhanh nội thành. chưa từng sử dụng con nubia nào cả nhưng theo tìm hiểu thì xin review một chút có tâm cho các ông: con này cày lâu thì buộc phải cắm sạc nhánh, đỡ nóng pin rất nhiều. mua thêm sò lạnh kết hợp nửa mới oke nhé. còn ông nào than máy nóng quá thì chắc không tìm hiểu về các dòng gaming phone rồi. lướt liên quân bao mượt nhé. chưa đến 5 củ thế thôi. camera trước thì xấu thôi rồi. camera sau tạm ổn. điện thoại game mà giá quá tốt nên đừng đòi hỏi gì camera hết nhé. xin hết 🙏🙏",Positive,Negative,,,,,,Positive,,,Positive,,,,219600447,3,
"nhóm màu: vàng sản phẩm tốt mọi người à, tuy hàng tân trang nhưng rất chất lượng về cảm ứng và ngoại hình. chính sách đổi trả và bảo hành rất uy tín. tuy màn hình thay nhưng tui test không có điểm chết. nói chung với giá 600 mà được máy như thế này là tốt rồi ạ, không đòi hỏi nhiều, còn độ bền thời gian trả lời.",,,,Positive,Positive,,,,Positive,,,,,,219600448,3,
"nhóm màu: xanh dung lượng lưu trữ rộng rãi 128gb,",,,,,,,,,,,,Neutral,,,219600449,3,
"chất lượng sản phẩm: kết nối wifi/5g hay rớt, ping cao. đúng với mô tả: tốc độ mạng không ổn định như quảng cáo. tính năng nổi bật: không có anten tốt. review: hay mất mạng khi đang stream, lag, pin tụt nhanh khi dò sóng, đóng gói sơ sài, chăm sóc khách hàng hướng dẫn vòng vo",Negative,,Negative,,,,Negative,,,Negative,,,,,219600450,3,
nên mua nha mọi người đã ủng hộ cửa hàng lâu dài hơn nữa ạ cảm ơn cửa hàng rất nhiều ạ cảm ơn cửa hàng rất nhiều,,,,,,,,,,,,Positive,,,219600451,3,
color family: color random sản phẩm: cáp sạc mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại cảm ứng sử dụng tốt thì còn hơn gì được nữa,,,,,,,,,,,,,,,219600452,3,
phiên bản: mỹ 2 sim 128gb 98% cảm ơn cửa hàng đã cho mình có cơ hội trải nghiệm sản phẩm với mức giá không thể ngờ,,,,,,,,Positive,,,,,,,219600453,3,
chất lượng sản phẩm: tốt tính năng nổi bật: tốt đúng với mô tả: đúng máy khá ngon và mượt,,,Positive,,,,,,,,,,,,219600454,3,
"nhóm màu: màu xám khả năng lưu trữ: 128gb máy sử dụng tốt, cửa hàng nhiệt tình tư vấn",,,,,,,,,,Positive,,,,,219600455,3,
"cửa hàng phản hồi không chú đáo, không nói rõ tình trạng máy. hình trưng bày khác hoàn toàn với máy thực tế",,,,,,,,,,Negative,,,,,219600456,3,
chất lượng sản phẩm: máy giật lag khi chạy ứng dụng cơ bản đúng với mô tả: hiệu năng kém hơn quảng cáo tính năng nổi bật: xử lý chậm chạp review: máy đơ ngay cả khi lướt web và xem video,,,Negative,,,,,,,,,,,,219600457,3,
"màu sắc: xanh phiên bản: bản locksim-hư sim sale 1 lít 2, màn tốt! máy antutu cũng gần 290k! ổn ! cầm chắc tay, nhẹ nữ sử dụng tốt! coi film học anh văn sử dụng app nhẹ dư sức vì pin khá trâu, cũng không tự hao nhanh! thật sự sử dụng nguyên ngày tới đêm! nhưng cũng có ám nhẹ, bị lưu ảnh của dao diện sử dụng trước đó! nói chung tuỳ mục đích sử dụng, không có sử dụng được sim, máy nhanh sử dụng nghe nhạc xem phim học tiếng anh ngon hơn mấy cái ghi âm ấy nhỉ",Positive,,Positive,Positive,,,,,,,,,,Positive,219600458,3,
"chất lượng sản phẩm: máy nóng khi quay video 1080p. đúng với mô tả: quạt/tản nhiệt không hiệu quả. tính năng nổi bật: quay lag và drop frame. review: quay 8-10p là nóng, video bị khựng, pin giảm nhanh, đóng gói sơ sài, ship trễ, chăm sóc khách hàng không hỗ trợ đổi",Negative,Negative,,,,,Negative,,,Negative,Negative,,,,219600459,3,
"nhóm màu: đen trải nghiệm người sử dụng mượt mà và liền mạch, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, màn hình sống động với độ phân giải full hd+, bảo hành 12 tháng đáng tin cậy,",,Positive,Positive,Positive,,,,,Positive,,,,,,219600460,3,
"chất lượng sản phẩm: camera chính chụp ảnh nhiễu hạt. đúng với mô tả: không giống quảng cáo. tính năng nổi bật: chế độ chụp đêm tệ. review: ảnh chụp thiếu sáng bị vỡ nét, pin tụt nhanh, hộp đựng bị móp khi nhận",Negative,Negative,,,,,Negative,,,,,,,,219600461,3,
"màu sắc: đen phân loại: bản 1 sim thông số bộ nhớ trong trên quảng cáo là 256gb nhưng giao máy chỉ có 128gb. còn lại thì tốt, thiết kế mượt mà và phong cách, cầm trên tay biết là cầm máy cao cấp",,,,,Positive,,,,,,,,,,219600462,3,
"chất lượng sản phẩm: hiệu năng yếu, đơ máy. đúng với mô tả: không đúng quảng cáo. tính năng nổi bật: camera chụp kém. review: máy lag khi mở app, camera thiếu chi tiết. ship chậm, đóng gói không chắc chắn. chăm sóc khách hàng trả lời chung chung",,Negative,Negative,,,,Negative,,,Negative,Negative,,,,219600463,3,
"màu sắc: xanh đậm dung lượng lưu trữ: 128gb máy đẹp, mà fw hơi cũ bản u thì không cho cập nhật ote, mất công cập nhật qua odin",,,,,Positive,Negative,,,,,,,,,219600464,3,
"nhóm màu: đen hiệu suất nhanh chóng và hiệu quả, thiết kế mỏng nhẹ và sang trọng,",,,,,Positive,,,,,,,,,,219600465,3,
điện thoại mỡ không được mua về đem bỏ,,,,,,,,,,,,Negative,,,219600466,3,
"chất lượng sản phẩm: hiệu năng không ổn định. đúng với mô tả: không như quảng cáo. tính năng nổi bật: camera chụp đêm tệ. review: máy hay đơ, chạy chậm. camera chụp tối kém, ảnh mờ. ship trễ, đóng gói sơ sài. chăm sóc khách hàng không hỗ trợ tốt",,Negative,Negative,,,,Negative,,,Negative,Negative,,,,219600467,3,
"hàng giao đúng mẫu, giao nhanh",,,,,,,,,,,Positive,,,,219600468,3,
"đúng với mô tả: máy lỗi hệ điều hành chất lượng sản phẩm: không tốt tôi mua máy tặng mẹ, nhưng khi mẹ tôi mở lên thì bị như này. tôi nhắn tin yêu cầu cửa hàng trả lời thì bảo chờ bôn phận kỹ thuật trả lời. tôi không thể tin và tiếp tục sử dụng sản phẩm như này. tôi sẽ trả hàng.",,,,,,Negative,,,,Negative,,,,,219600469,3,
chất lượng sản phẩm: microphone thu âm bị lẫn tiếng rè khi sử dụng app gọi điện. đúng với mô tả: lọc nhiễu sóng tốt. tính năng nổi bật: gọi điện bằng app bên kia nghe tiếng rè. review: sử dụng app gọi điện bị rè rất khó chịu. chăm sóc khách hàng không biết lỗi này,,,,,,Negative,,,,Negative,,,,Negative,219600470,3,
sản phẩm tốt. giá tốt. chs 2 cửa hàng bằng giá cửa hàng kia có care 6t mà mình lại bấm mua cửa hàng này 😂,,,,,,,,Positive,,,,,,,219600471,3,
"máy đẹp mượt, nhưng đã thay nắp lưng rồi..",,,Positive,,Neutral,,,,,,,,,,219600472,3,
"nhóm màu: trắng máy đẹp như mới,đóng gói cẩn thận tốt cửa hàng, chỉ có hơi mất vui vì giao sai màu thời gian sẽ nhận xét thêm về chất lượng độ bền, có bảo hành đầy đủ",,,,,,,Positive,,Positive,,Negative,,,,219600473,3,
pin nhanh hết pin à,Negative,,,,,,,,,,,,,,219600474,3,
máy ngoại hình xấu màn lô đã thay keo thì hở lưng tróc sơn chán cửa hàng không muốn,,,,Negative,Negative,,,,,,,,,,219600475,3,
"đúng với mô tả: yes chất lượng sản phẩm: tốt tính năng nổi bật: ốp nhám mờ giao hàng nhanh, hàng đúng mô tả, giá hợp lý lần sau sẽ mua hàng tiếp của cửa hàng nhé,bhihi",,,,,,,,Positive,,,Positive,,,,219600476,3,
sản phẩm: hàng lỗi hoặc bị hư hỏng ah em mua nho can than nha co may loi dung cung không duoc dau,,,,,,,,,,,,Negative,,,219600477,3,
"nhóm màu: xanh chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, tuổi thọ pin lâu dài,",Positive,Positive,,,,,,,,,,,,,219600478,3,
"nhóm màu: xanh bộ vi xử lý helio g85 mạnh mẽ, thời lượng pin lâu dài, thiết kế mỏng nhẹ và sang trọng, bảo hành đáng tin cậy trong 12 tháng, bộ vi xử lý helio g85 mạnh mẽ,",Positive,,Positive,,Positive,,,,Positive,,,,,,219600479,3,
"lỗi nhiều. mô tả thiếu chính xác. pin sạc chậm. sạc đầy lâu, dùng nhanh hết. hiệu năng ko ổn định. đóng gói ko có hộp. ship quá lâu. CSKH ko hỗ trợ kỹ thuật",Negative,,Negative,,,,Negative,,,Negative,Negative,,,,219600480,3,
đúng với mô tả: không dung mota tính năng nổi bật: không chất lượng sản phẩm: không giong mo ta hang giao không dung mota treo đầu heo bán thịt chó,,,,,,,,,,,,Negative,,,219600481,3,
máy nhanh hết bin sạc kèm chất lượng kém sạc kém máy kêu không giám sạc,Negative,,,,,,,,,,,,,,219600482,3,
chất lượng sản phẩm: pin tụt nhanh bất thường dù không sử dụng. đúng với mô tả: hiệu năng không ổn định. tính năng nổi bật: camera lấy nét tự động rất hay trượt. review: pin để trong túi không sử dụng cũng hết sạch. hiệu năng lúc nhanh lúc chậm. camera lấy nét rất chán. shipper giao hàng vào lúc nửa đêm,Negative,Negative,Negative,,,,,,,,Negative,,,,219600483,3,
"chất lượng sản phẩm: sản phẩm lỗi. đúng với mô tả: có lỗi. tính năng nổi bật: chăm sóc khách hàng vòng vo. review: sản phẩm lỗi từ lúc mở hộp, liên hệ đổi trả thì quy trình rườm rà, chăm sóc khách hàng trả lời vòng vo, không cho lí do cụ thể. làm ăn thiếu trách nhiệm.",,,,,,,,,,Negative,,,,,219600484,3,
ram 6 g khi nhận thành ram 4 g,,,,,,,,,,,,Negative,,,219600485,3,
thiếu phụ kiện trong hộp. full pack ko đúng. phụ kiện tương thích kém phải mua thêm tốn tiền,,,,,,,,Negative,,,,,,,219600486,3,
anh em mua điện thoại thì coi chừng điện thoại này không phải oppo reno 4z 5g đâu mà là oppo a92s ram 8g bộ nhớ 128g thôi,,,,,,,,,,,,Neutral,,,219600487,3,
"khung viền cấn khá nhiều vết, vừa mua về ngày đầu mượt ngon, qua hôm sau cái không hiểu bị gì lag đơ cả máy mặc dù không  nóng gì,  khởi động lại mấy lần hết một lúc bị tiếp, sử dụng mã để check máy thì báo không được",,,Negative,,Negative,,,,,,,,,,219600488,3,
"gps lệch định vị chuẩn nhưng không dẫn đường sai, không tin cậy,",,,,,,Negative,,,,,,,,,219600489,3,
máy không giống mô tả gì hết wivo y55a mà quản cáo là wivo y55 máy không cài được zalo hay youtube gì hết do phiên bản 6.0 không cập nhật được zalo hay youtube,,,,,,Negative,,,,,,,,,219600490,3,
máy dựng . màng hình bị ám vàng,,,,Negative,,,,,,,,,,,219600491,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb xây dựng chất lượng cao, giao hàng nhanh chóng và hiệu quả,",,,,,,,,,,,Positive,,,,219600492,3,
"nhóm màu: xanh bảo hành đáng tin cậy trong 12 tháng, thời lượng pin lâu dài, bộ vi xử lý helio g85 mạnh mẽ,",Positive,,Positive,,,,,,Positive,,,,,,219600493,3,
săn sale đêm 14/2 3 củ khoai an ủi tuỏi thân vì fa ở nhà lên sàn bỏ công săn có con chơi game hết năm mong có crush,,,,,,,,,,,,,Neutral,,219600494,3,
nút nguồn không ấn được. máy đơ. với giá này cũg không đòi hỏi cao nhưg mình không ưng lắm. 1 cục pin được tặg hỏng,Negative,,Negative,,,,,,,,,,,,219600495,3,
"chất lượng hình ảnh rõ nét, điện thoại chạy mượt, âm thanh nghe rất đã tai. nói chung là rất hài lòng về sản phẩm, đáng tiền mua.",,Positive,Positive,,,,,Positive,,,,,,Positive,219600496,3,
"dung lượng lưu trữ: 128gb nhóm màu: đen trân châu phân loại sản phẩm: 8gb đóng gói kỹ, sản phầm đúng như mô tả. mua về chưa sử dụng nên chưa biết thế nào, nói chung máy đẹp. cho 5 sao",,,,,Positive,,Positive,,,,,,,,219600497,3,
"nhóm màu: đen khe cắm sim kép tiện lợi, tuổi thọ pin lâu dài, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",Positive,Positive,,,,,,,,,,,,,219600498,3,
"chất lượng sản phẩm: camera chính chụp quá tối. đúng với mô tả: hình ảnh không trung thực. tính năng nổi bật: không ấn tượng. review: chụp đêm nhìn như tranh. đóng hàng cẩu thả, giao trễ, chăm sóc khách hàng phản hồi chậm",,Negative,,,,,Negative,,,Negative,Negative,,,,219600499,3,
"máy thì tốt mọi chức năng, pin thì không sử dụng được.",Negative,,,,,,,,,,,,,,219600500,3,
pin không giữ charge qua đêm. camera zoom kém chất lượng. ship chậm khu vực xa.,,Negative,,,,,,,,,Negative,,,,219600501,3,
"khả năng lưu trữ: 32gb nhóm màu: nhiều màu ổn thật sự và rất đáng mua. cảm ơn cửa hàng lúc nào cũng sẵn sàng tư vấn cho mình dù là 12h đêm, cảm ơn cửa hàng thật sự",,,,,Positive,,,,,Positive,,,,,219600502,3,
cam bị đốm đen,,Negative,,,,,,,,,,,,,219600503,3,
"nhóm màu: đen chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, dung lượng lưu trữ rộng rãi 128gb,",,Positive,,,,,,,,,,,,,219600504,3,
nhóm màu: xanh dương dung lượng lưu trữ: 6gb+128gb cửa hàng giao hàng còn nguyên seal. gói ghém cẩn thận. máy chạy mượt mà.,,,Positive,,,,Positive,,,,,,,,219600505,3,
"điện thoại củ chứ không phải hàng 90%, bị lỗi ở màn hình. hàng tạm được.",,,,Negative,,,,,,,,,,,219600506,3,
"hàng giao vào trg sài gòn khoảng 5-6 ngày. đang sử dụng hiện tại thì thấy pin không trâu lắm đâu. mẫu mã đẹp, hiện tại chưa có vấn đề gì. săn salr được giá cũng tốt xuất hoá đơn đầy đủ",Negative,,,,,,,Positive,,,Negative,,,,219600507,3,
lắp sim không được máy lang sử dụng không được .. mở màn hình xíu nóng máy,,,Negative,,,,,,,,,,,,219600508,3,
"nhóm màu: đen thiết kế mượt mà và phong cách, bảo hành 12 tháng đáng tin cậy, dung lượng lưu trữ rộng rãi 128gb, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,,,Positive,,,,Positive,,,,,,219600509,3,
hàng lỗi kính bị vỡ,,,,Negative,,,,,,,,,,,219600510,3,
"nhóm màu: xanh đen hàng còn nguyên hộp, cấu hình nhưng giới thiệu, đẹp, chạy mượt, rõ nét, loa lớn tiếng rõ, hy vọng sử dụng bền, đóng gói cẩn thận giao hàng nhanh.tốt.",,,Positive,,,,Positive,,,,Positive,,,Positive,219600511,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb màn hình lớn với hiển thị sống động, thiết kế mượt mà và phong cách, tuổi thọ pin lâu dài, nhiều tùy chọn màu sắc, trải nghiệm người sử dụng mượt mà và liền mạch,",Positive,,Positive,Positive,Positive,,,,,,,,,,219600512,3,
"color family: random color sản phẩm: cáp sạc không có gì để chê, tặng cửa hàng 5 saomáy móc sử dụng mướt mườn mượt. tốt nha đúng tiêu chí ngon, bổ mà còn rẻ nữa.. mua máy này quá xứng đáng đồng tiền bát gạo luôn",,,Positive,,,,,Positive,,,,,,,219600513,3,
"thất vọng không đúng giá tiền chất lượng như hàng chợ,",,,,,,,,Negative,,,,,,,219600514,3,
"hàng đã làm gì thì không biết nhưng vỏ ngoài không 1 vết trầy , không có áp suất, màn đẹp trong vắt, không ám ố, không bóng mờ, pin trâu. tóm lại như hàng rebuid lại nên quá ngon.",Positive,,,Positive,Positive,,,,,,,,,,219600515,3,
"cảm ứng đơ không giống hình pin tụt nhanh chóng,",Negative,,,Negative,,,,,,,,,,,219600516,3,
"chất lượng sản phẩm: pin tụt khi chờ. đúng với mô tả: pin quảng cáo 5000mah nhưng thực tế yếu. tính năng nổi bật: camera ban đêm nhiễu. review: để standby 5h tụt 20%, ảnh đêm bệt, đóng hàng không xốp chống sốc, giao muộn",Negative,Negative,,,,,Negative,,,,Negative,,,,219600517,3,
sản phẩm này thực sự rất tốt. tôi rất thích sử dụng nó. hy vọng cửa hàng có nhiều ưu đãi hơn. tôi muốn đánh giá cửa hàng 5 sao. thật tuyệt vời,,,,,,,,,,,,Positive,,,219600518,3,
"chất lượng sản phẩm: mic thu giọng xa không rõ, ồn nền áp đảo. đúng với mô tả: ghi âm không đạt. tính năng nổi bật: không có khử ồn tốt. review: họ không nghe rõ lúc gọi, phải sử dụng tai nghe, pin & cam tạm, đóng gói không kỹ, ship trễ",Neutral,,,,,,Negative,,,,Negative,,,Negative,219600519,3,
chất lượng sản phẩm: ung ý tính năng nổi bật: đẹp sang trọng đúng với mô tả: y trên mô tả máy đẹp rẻ hợp túi tiền lướt chạy mượt mọi người lên mua.,,,Positive,,Positive,,,Positive,,,,,,,219600520,3,
shipping giao hàng bị chậm do thời tiết camera zoom kém đóng hàng lỏng,,Negative,,,,,Negative,,,,Negative,,,,219600521,3,
"video mang tính chất nhận xu. điện thoại đẹp và mới hơn mình nghĩ, máy to nữa. mình mua cho em gái nên với giá này và máy này sử dụng rất oke, ban đầu cũng hơi lo khi mua máy trên mạng nhưng rất may gặp được cửa hàng uy tín, được kiểm hàng rồi thanh toán cho ship rất yên tâm",,,,,Positive,,,Positive,,,Positive,,,,219600522,3,
"bán shopee 3 tháng gom tiền mua e tap này thực sự mình khá là đắn đo luôn á, nhưng mà nhận hàng thì ưng hết sức luôn ạ, máy chạy mướt, cửa hàng gói hàng cẩn thận . mong là e nó sẽ đồng hành và phục vụ tốt cho công việc của mình 👍👍👍",,,Positive,,,,Positive,,,,,,,,219600523,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb dịch vụ khách hàng xuất sắc, tuổi thọ pin lâu dài, thiết kế mượt mà và phong cách, giao hàng nhanh chóng và hiệu quả,",Positive,,,,Positive,,,,,Positive,Positive,,,,219600524,3,
không sai được gui điện thoại oppo ben trong thi gang pin sámung,,,,,,,,,,,,Negative,,,219600525,3,
chất lượng sản phẩm phần mềm nhiều quảng cáo trải nghiệm tệ. đúng với mô tả không thông báo có quảng cáo sẵn. tính năng nổi bật hiệu năng chịu ảnh hưởng quảng cáo lag. review máy tích hợp app rác pop up quảng cáo làm chậm thiết bị. pin tụt nhanh hơn bình thường. đóng gói tốt nhưng phụ kiện thiếu. chăm sóc khách hàng lúng túng không rõ ràng chính sách đổi trả,Negative,,Negative,,,Negative,Positive,,,Negative,,,,,219600526,3,
"màu sắc: bạc phân loại: nguyên seal +sạc 18w tính năng:chưa khui, nguyên siêu, chất lượng:máy nhật chất liệu:tốt",,,,,,,,,,,,Positive,,,219600527,3,
vỏ máy cũ nói chunh là không phải mới đâu góu hàng không kĩ lắm,,,,,Negative,,Negative,,,,,,,,219600528,3,
"màu sắc: vàng kết nối mạng 4g nhanh chóng, chất liệu bền và chắc chắn, loa rõ ràng và to, màn hình rõ ràng và sáng, thời lượng pin lâu dài, sản phẩm như quảng cáo. cửa hàng rất có tâm s! cảm ơn nhiều!",Positive,,,Positive,Positive,,,,,,,,,Positive,219600529,3,
"chất lượng sản phẩm: pin chai. đúng với mô tả: mô tả pin trâu. tính năng nổi bật: pin tụt không kiểm soát. review: pin tụt không kiểm soát để qua đêm không sử dụng gì cũng mất 20% máy lag, giật liên tục",Negative,,Negative,,,,,,,,,,,,219600530,3,
tính năng nổi bật: tốt đúng với mô tả: tốt chất lượng sản phẩm: tốt tốt. hàng tốt còn nguyên hộp ổn trong tầm giá. sạc nhanh 33 w là tốt rồi. để test thêm sẽ đánh giá tiếp.,,,,,,,Positive,,,,,,,,219600531,3,
"kém chất lượng sai lệch thiếu đóng gói lỏng. shipping trễ, phí cao đỏ.,",,,,,,,Negative,Negative,,,Negative,,,,219600532,3,
